"loja_id","regiao","tipo_loja","porte","area_m2","num_funcionarios","fluxo_clientes_mensal","ticket_medio","gasto_marketing","receita_mensal","taxa_conversao","teve_reclamacao_grave","num_reclamacoes_mes","participou_campanha","receita_pre_campanha","receita_pos_campanha","participou_teste_fidelidade","grupo_teste_fidelidade","vendas_incrementais_fidelidade"
"LJ0600","Norte","Rua","Pequena",78,6,2631,46.42,936.92,1197.97,0.1457,1,0,0,NA,NA,0,NA,NA
"LJ0601","Leste","Shopping","Pequena",77,3,1640,58.1,1907.75,3965.27,0.0968,0,2,0,NA,NA,0,NA,NA
"LJ0602","Leste","Shopping","Pequena",102.6,5,2242,41.82,1287.71,500,0.121,0,0,0,NA,NA,0,NA,NA
"LJ0603","Sul","Rua","Grande",611.9,20,19487,87.41,15080.46,33092.01,0.3219,0,0,0,NA,NA,0,NA,NA
"LJ0604","Oeste","Shopping","Media",264.7,10,7125,66.22,3454.16,10383.84,0.2924,0,0,0,NA,NA,0,NA,NA
"LJ0605","Central","Shopping","Pequena",91.3,5,1517,54.69,1203.94,5429.59,0.138,0,1,1,5429.59,6009.65,1,"Controle",-191.18
"LJ0606","Central","Shopping","Grande",609.1,31,15800,117.65,11218.47,32940.02,0.3257,0,0,0,NA,NA,0,NA,NA
"LJ0607","Norte","Quiosque","Grande",472,18,9955,78.25,9306.53,14438.92,0.354,1,0,0,NA,NA,0,NA,NA
"LJ0608","Leste","Quiosque","Pequena",58.2,4,1681,39.71,1147.57,671.72,0.1646,0,1,0,NA,NA,0,NA,NA
"LJ0609","Central","Shopping","Pequena",47.5,3,2778,25.51,1404.34,3611.49,0.1725,0,4,0,NA,NA,1,"Tratamento",284.82
"LJ0610","Norte","Shopping","Pequena",74.1,4,1713,57.83,2508.65,2755.95,0.1139,1,2,1,2755.95,2838.49,0,NA,NA
"LJ0611","Sul","Rua","Grande",452.9,21,16217,84.91,8463.91,27268.84,0.3391,0,3,0,NA,NA,1,"Controle",110.1
"LJ0612","Leste","Rua","Pequena",74.8,3,2312,48.61,2389.76,4059.74,0.1394,0,2,1,4059.74,3412.21,0,NA,NA
"LJ0613","Central","Rua","Pequena",74.7,4,2140,44.05,1004.31,2388.86,0.1384,0,1,0,NA,NA,1,"Tratamento",622.53
"LJ0614","Oeste","Shopping","Grande",458.8,25,16671,109.59,13726.95,36968.06,0.3709,0,0,0,NA,NA,1,"Tratamento",147.07
"LJ0615","Norte","Shopping","Media",178.3,7,8539,49.39,6210.95,11281.31,0.3003,0,2,1,11281.31,11781.5,0,NA,NA
"LJ0616","Leste","Shopping","Pequena",97.6,4,2937,47.29,1033.22,4168.24,0.2047,0,0,0,NA,NA,0,NA,NA
"LJ0617","Oeste","Rua","Media",200,13,6121,62.57,2820.08,9073.46,0.243,0,0,0,NA,NA,1,"Tratamento",340.45
"LJ0618","Leste","Quiosque","Pequena",76.1,4,1842,44.15,2097.3,2912.49,0.1358,0,0,1,2912.49,3321.8,0,NA,NA
"LJ0619","Oeste","Quiosque","Pequena",66.5,5,1564,38.31,1490.34,1430.45,0.1497,0,0,0,NA,NA,0,NA,NA
"LJ0620","Central","Rua","Media",141.7,11,7220,72.78,8525.49,16487.64,0.2881,0,1,0,NA,NA,0,NA,NA
"LJ0621","Central","Rua","Media",228.3,12,7180,66.53,5517.78,8941.04,0.3,0,0,1,8941.04,8406.14,0,NA,NA
"LJ0622","Leste","Rua","Media",245.2,14,6028,71.89,4093.51,5818.56,0.2204,0,2,0,NA,NA,0,NA,NA
"LJ0623","Sul","Rua","Media",196.8,13,7412,60.95,4008.36,8337.96,0.2614,0,1,0,NA,NA,1,"Controle",289.24
"LJ0624","Oeste","Shopping","Media",272.7,11,7892,79.67,13078.09,16333.28,0.2682,0,1,0,NA,NA,0,NA,NA
"LJ0625","Norte","Rua","Grande",511.4,23,15328,84.87,12607.77,21507.16,0.3398,0,2,0,NA,NA,0,NA,NA
"LJ0626","Sul","Rua","Media",156.7,12,6628,64.1,4666.64,9759.89,0.294,0,2,0,NA,NA,0,NA,NA
"LJ0627","Norte","Shopping","Pequena",97.8,5,2215,50.76,2225.4,2820.62,0.1629,0,1,1,2820.62,2704.11,1,"Tratamento",-68.36
"LJ0628","Norte","Quiosque","Media",293.4,12,4472,45.54,3804.84,7190.92,0.2205,1,3,1,7190.92,7563.4,1,"Controle",878.89
"LJ0629","Central","Rua","Grande",430.1,24,13805,95.95,13596.78,24478.59,0.3294,0,1,1,24478.59,27284.46,0,NA,NA
"LJ0630","Norte","Shopping","Grande",420.7,31,21061,108.08,7029.96,39074.38,0.3893,0,1,0,NA,NA,1,"Controle",364.86
"LJ0631","Central","Shopping","Media",221.6,13,7909,57,3197.25,6265.65,0.3002,1,1,0,NA,NA,0,NA,NA
"LJ0632","Leste","Rua","Pequena",83.7,3,2343,29.19,1725.6,1046.88,0.1619,0,0,0,NA,NA,0,NA,NA
"LJ0633","Central","Quiosque","Pequena",75.7,6,1640,57.46,1052.2,500,0.1375,0,1,0,NA,NA,0,NA,NA
"LJ0634","Norte","Shopping","Media",213.4,12,6323,72.96,3193.13,8480.38,0.2758,0,1,1,8480.38,8631.55,0,NA,NA
"LJ0635","Central","Rua","Grande",464.9,25,16394,93.88,12182.27,28636.62,0.3379,0,2,0,NA,NA,0,NA,NA
"LJ0636","Oeste","Rua","Pequena",88.6,4,1734,37.72,1648.51,3970,0.1642,0,2,1,3970,3619.27,0,NA,NA
"LJ0637","Oeste","Shopping","Media",238.7,11,6597,63.1,2675.98,8435.55,0.266,0,1,0,NA,NA,1,"Controle",207.37
"LJ0638","Leste","Rua","Media",230.8,13,6171,71.8,3137.52,11053.5,0.2733,0,0,0,NA,NA,0,NA,NA
"LJ0639","Oeste","Rua","Grande",495.9,30,12385,97.05,7402.26,20824.57,0.3529,0,0,1,20824.57,22276.3,1,"Tratamento",512.37
"LJ0640","Leste","Rua","Pequena",78.9,6,1816,36.04,876.61,875.32,0.1421,0,1,1,875.32,643.94,0,NA,NA
"LJ0641","Norte","Quiosque","Grande",493.1,31,13715,61.38,18280.37,20674.9,0.3244,0,3,1,20674.9,20506.2,0,NA,NA
"LJ0642","Oeste","Shopping","Pequena",100.6,2,2211,45.2,1187.42,3049.18,0.1688,0,2,1,3049.18,2975.77,0,NA,NA
"LJ0643","Leste","Rua","Media",258.4,9,5926,79.2,4772.39,10551.51,0.2641,0,2,0,NA,NA,0,NA,NA
"LJ0644","Leste","Rua","Pequena",63.2,6,1485,51.72,2105.71,1428.78,0.1252,0,0,0,NA,NA,0,NA,NA
"LJ0645","Sul","Rua","Pequena",92.1,5,2229,59.85,1309.53,5701.74,0.1879,0,3,1,5701.74,5798.41,1,"Controle",-429.52
"LJ0646","Norte","Rua","Pequena",63.7,6,2413,49.45,1263.45,5018.29,0.176,0,2,0,NA,NA,0,NA,NA
"LJ0647","Norte","Shopping","Pequena",73.3,4,2586,40.77,650.88,5607.82,0.1758,0,1,0,NA,NA,1,"Controle",-31.22
"LJ0648","Leste","Rua","Grande",542.4,25,15085,82.85,8124.27,26286.65,0.354,0,5,0,NA,NA,1,"Controle",322.94
"LJ0649","Oeste","Quiosque","Pequena",83.2,3,1791,28.52,1364.06,500,0.1429,0,0,0,NA,NA,0,NA,NA
"LJ0650","Sul","Rua","Grande",542,27,15396,97.33,12137.25,27193.82,0.3484,0,1,0,NA,NA,0,NA,NA
"LJ0651","Oeste","Shopping","Media",209.6,8,6395,70.37,3279.02,6614.22,0.2549,1,0,0,NA,NA,1,"Tratamento",-30.12
"LJ0652","Oeste","Rua","Pequena",80.2,5,1414,42.53,1130.01,500,0.1643,0,1,1,500,500,0,NA,NA
"LJ0653","Norte","Shopping","Pequena",40.1,3,2460,47.1,749.33,4429.42,0.1372,0,4,0,NA,NA,0,NA,NA
"LJ0654","Central","Rua","Pequena",81.9,5,2915,33.9,1090.31,4824.57,0.175,0,1,0,NA,NA,0,NA,NA
"LJ0655","Sul","Rua","Pequena",85.4,6,2508,52.18,2537.89,2565.48,0.1599,0,0,0,NA,NA,1,"Tratamento",-43.5
"LJ0656","Central","Rua","Media",270.7,13,6278,77.14,5074.37,10527.09,0.263,0,4,1,10527.09,11247.38,1,"Tratamento",53.55
"LJ0657","Oeste","Rua","Pequena",117.5,3,1513,51.66,1334.25,3125.56,0.0979,0,3,0,NA,NA,1,"Controle",-58.46
"LJ0658","Leste","Quiosque","Pequena",81.1,1,1190,42.93,1290.08,500,0.1363,0,1,0,NA,NA,1,"Controle",-89.15
"LJ0659","Norte","Shopping","Pequena",68.7,4,2383,42.14,1583.56,2321.98,0.1643,0,2,0,NA,NA,0,NA,NA
"LJ0660","Norte","Quiosque","Pequena",82.4,5,1907,38.02,1746.51,2604.98,0.1508,0,0,0,NA,NA,0,NA,NA
"LJ0661","Central","Quiosque","Pequena",62,5,1586,47.2,1538.05,2669.94,0.112,0,1,0,NA,NA,0,NA,NA
"LJ0662","Sul","Shopping","Pequena",82.4,6,2449,43.66,1754.26,3252.26,0.1767,0,0,0,NA,NA,0,NA,NA
"LJ0663","Leste","Shopping","Pequena",78.5,6,2395,45.42,1302.97,2448.51,0.1762,0,2,0,NA,NA,0,NA,NA
"LJ0664","Central","Rua","Media",243.7,14,5618,74.57,6999.71,10577.24,0.2251,0,1,0,NA,NA,0,NA,NA
"LJ0665","Central","Rua","Grande",468.9,30,14762,84.92,10562.91,23387.32,0.3254,0,1,0,NA,NA,0,NA,NA
"LJ0666","Sul","Rua","Grande",501.1,34,15094,115.04,9745.5,29669.16,0.3516,0,1,0,NA,NA,0,NA,NA
"LJ0667","Central","Shopping","Pequena",102.7,3,2525,39.51,1696.09,2374.92,0.1485,0,0,0,NA,NA,0,NA,NA
"LJ0668","Norte","Rua","Grande",468.1,29,13906,82.78,8241.77,15239.74,0.341,0,1,0,NA,NA,0,NA,NA
"LJ0669","Central","Rua","Pequena",74,5,1807,53.58,3046.66,5701.44,0.1341,0,1,0,NA,NA,0,NA,NA
"LJ0670","Oeste","Rua","Media",247.8,12,6975,74.8,3319.08,9406.27,0.2743,0,3,0,NA,NA,1,"Tratamento",379.62
"LJ0671","Oeste","Rua","Pequena",54,4,2329,55.83,1154.92,2312.22,0.1766,0,2,0,NA,NA,1,"Tratamento",266
"LJ0672","Norte","Rua","Media",217.2,13,4755,58.59,3408.93,5954.94,0.2497,0,1,1,5954.94,6685.2,0,NA,NA
"LJ0673","Leste","Shopping","Media",155,11,8246,89.68,2182.88,13925.33,0.2579,0,1,0,NA,NA,0,NA,NA
"LJ0674","Leste","Quiosque","Pequena",70.1,3,1096,34.53,1243.75,500,0.1148,0,4,0,NA,NA,0,NA,NA
"LJ0675","Central","Rua","Grande",607.3,37,10777,85.28,15886.7,20519.24,0.3225,0,1,0,NA,NA,0,NA,NA
"LJ0676","Oeste","Rua","Pequena",102.5,4,1369,49.15,1629.2,500,0.1294,0,2,0,NA,NA,0,NA,NA
"LJ0677","Oeste","Shopping","Media",269.4,10,9362,69.88,5104.1,12573.55,0.2897,0,1,1,12573.55,13525.73,0,NA,NA
"LJ0678","Norte","Rua","Media",264.5,13,5781,74.24,4814.47,6413.75,0.2535,1,0,0,NA,NA,0,NA,NA
"LJ0679","Oeste","Rua","Pequena",92.8,4,2637,48.38,1598.7,2639.7,0.1544,0,1,0,NA,NA,0,NA,NA
"LJ0680","Norte","Quiosque","Grande",392.8,25,10941,97.12,7217.65,17943.49,0.3339,0,0,0,NA,NA,0,NA,NA
"LJ0681","Oeste","Rua","Media",260.3,16,6917,67.19,2361.41,9241.25,0.2188,0,5,0,NA,NA,0,NA,NA
"LJ0682","Central","Shopping","Pequena",83,5,2732,40.89,887.98,1405.27,0.2168,0,1,0,NA,NA,0,NA,NA
"LJ0683","Oeste","Shopping","Pequena",63.9,3,1854,54.66,1292.93,1873.92,0.1007,0,3,0,NA,NA,0,NA,NA
"LJ0684","Sul","Rua","Grande",549.3,26,11210,72.72,9394.48,14441.21,0.3143,0,3,0,NA,NA,0,NA,NA
"LJ0685","Norte","Rua","Pequena",84.1,4,2601,36.75,1622.14,2071.98,0.1517,0,3,0,NA,NA,0,NA,NA
"LJ0686","Leste","Shopping","Pequena",80.5,4,2346,56.14,1289.58,4479.92,0.1627,0,1,0,NA,NA,0,NA,NA
"LJ0687","Sul","Rua","Media",257.5,9,5057,56.48,3295.46,4998.16,0.2205,0,0,0,NA,NA,0,NA,NA
"LJ0688","Sul","Shopping","Grande",506.4,30,18554,83.33,14160.28,28680.4,0.3361,0,1,1,28680.4,30779.07,1,"Tratamento",77.37
"LJ0689","Sul","Shopping","Grande",380.2,20,15739,65.99,5991.33,17325.18,0.3769,0,1,0,NA,NA,1,"Controle",237.16
"LJ0690","Central","Shopping","Grande",475.3,26,21907,95.94,13505.43,39289.38,0.3466,0,1,0,NA,NA,1,"Controle",-51.73
"LJ0691","Oeste","Quiosque","Grande",416.9,24,14926,85.25,15175.09,25720.49,0.3393,0,2,0,NA,NA,0,NA,NA
"LJ0692","Sul","Rua","Pequena",101.6,3,2261,32.57,1024.37,500,0.157,0,1,0,NA,NA,1,"Tratamento",356.43
"LJ0693","Oeste","Rua","Pequena",106.9,5,1959,49.21,684.95,2277.01,0.1568,0,4,0,NA,NA,0,NA,NA
"LJ0694","Sul","Rua","Media",177.9,15,7329,58.22,3037.66,6098.53,0.2584,0,1,0,NA,NA,0,NA,NA
"LJ0695","Norte","Shopping","Media",218.1,12,7828,69.76,1805.81,10829,0.2739,0,2,0,NA,NA,0,NA,NA
"LJ0696","Oeste","Rua","Pequena",76.5,5,2127,38.94,1279.91,4936.05,0.1272,1,1,0,NA,NA,0,NA,NA
"LJ0697","Leste","Shopping","Media",253.5,9,8772,65.85,3167.06,8695.61,0.303,1,3,0,NA,NA,1,"Controle",-476.85
"LJ0698","Central","Shopping","Media",213.3,13,6660,50.35,7614.91,7157.9,0.2582,0,1,1,7157.9,6820.18,0,NA,NA
"LJ0699","Oeste","Quiosque","Grande",493.1,31,11360,125.55,14526.05,25060.56,0.3448,0,3,0,NA,NA,0,NA,NA
"LJ0700","Sul","Quiosque","Grande",485.4,32,7114,91.97,9431.86,13299.43,0.272,0,4,0,NA,NA,1,"Tratamento",330.57
"LJ0701","Norte","Quiosque","Media",160.8,8,4303,57.61,3746.3,6737.23,0.2167,0,2,0,NA,NA,0,NA,NA
"LJ0702","Leste","Rua","Grande",440.1,27,15834,90.54,14878.03,26680.81,0.3267,0,2,0,NA,NA,0,NA,NA
"LJ0703","Sul","Quiosque","Grande",430.5,26,13240,111.84,9616.41,23268.29,0.344,0,1,0,NA,NA,0,NA,NA
"LJ0704","Central","Shopping","Media",173.1,7,7335,62.13,3263.35,7184.61,0.2885,0,3,0,NA,NA,0,NA,NA
"LJ0705","Norte","Quiosque","Pequena",74.8,4,1510,44.87,926.23,500,0.126,0,2,0,NA,NA,0,NA,NA
"LJ0706","Leste","Rua","Grande",405.7,24,13693,104.13,12893.25,27034.89,0.3132,0,1,0,NA,NA,1,"Controle",417.61
"LJ0707","Sul","Rua","Media",258.8,9,6749,58.75,3523.67,6111.82,0.2552,0,2,0,NA,NA,0,NA,NA
"LJ0708","Oeste","Rua","Pequena",79,4,2331,51,754.41,500,0.1737,0,1,0,NA,NA,0,NA,NA
"LJ0709","Central","Quiosque","Pequena",79.5,4,1826,46.51,1033.98,3343.2,0.1562,0,1,0,NA,NA,1,"Controle",214.88
"LJ0710","Leste","Shopping","Media",236.4,8,6771,57.3,4963.56,7274.82,0.3431,0,2,0,NA,NA,1,"Controle",-518.83
"LJ0711","Leste","Rua","Pequena",74.3,5,2069,44.01,1010.66,2663.57,0.1464,0,0,0,NA,NA,0,NA,NA
"LJ0712","Oeste","Quiosque","Pequena",89.6,4,2347,54.2,676.07,3352.08,0.1381,0,2,1,3352.08,3639.5,0,NA,NA
"LJ0713","Leste","Shopping","Grande",557.2,36,15373,105.9,8102.8,29863.27,0.3325,0,1,0,NA,NA,0,NA,NA
"LJ0714","Central","Rua","Media",201.9,11,6075,53.35,3409.8,8274.17,0.2479,0,0,1,8274.17,9508.64,0,NA,NA
"LJ0715","Sul","Shopping","Grande",427.7,18,20065,91.57,10344.11,31314.26,0.3198,0,1,1,31314.26,34134.38,0,NA,NA
"LJ0716","Norte","Quiosque","Pequena",110.6,4,1210,38.15,1294.48,500,0.1066,0,2,0,NA,NA,0,NA,NA
"LJ0717","Central","Rua","Media",215.1,10,6900,59.47,7689.18,8222.32,0.2569,0,0,0,NA,NA,0,NA,NA
"LJ0718","Sul","Rua","Grande",506.1,19,17465,100.25,12225.16,29955.29,0.3097,1,2,0,NA,NA,0,NA,NA
"LJ0719","Sul","Shopping","Media",260.5,13,6727,75.55,2515.53,7157.95,0.3111,0,0,0,NA,NA,0,NA,NA
"LJ0720","Oeste","Quiosque","Pequena",83.4,4,1842,52.34,3594.83,2141.15,0.1393,0,1,0,NA,NA,1,"Tratamento",-35.22
"LJ0721","Norte","Quiosque","Pequena",59.4,2,1742,51.31,2264.23,2561.48,0.1283,0,0,0,NA,NA,1,"Tratamento",372.32
"LJ0722","Leste","Rua","Media",188.3,12,5656,66.14,6664.02,8112.16,0.2531,0,1,0,NA,NA,0,NA,NA
"LJ0723","Central","Shopping","Media",180.6,12,6536,63.4,4465.35,5910.24,0.274,0,1,0,NA,NA,0,NA,NA
"LJ0724","Leste","Rua","Pequena",65.6,3,1808,52.99,948.55,2868.39,0.1498,0,2,0,NA,NA,0,NA,NA
"LJ0725","Central","Rua","Pequena",107.6,5,2728,56.97,1382.13,3059.4,0.1762,0,0,1,3059.4,3314.77,0,NA,NA
"LJ0726","Norte","Shopping","Pequena",74.2,4,1762,36.16,2580.24,4016.2,0.1599,0,1,0,NA,NA,0,NA,NA
"LJ0727","Central","Rua","Media",208.2,10,6919,56.56,4557.55,6585.87,0.2677,0,2,0,NA,NA,0,NA,NA
"LJ0728","Central","Rua","Grande",496.6,30,15280,91.95,15928.35,27675.57,0.3476,0,2,0,NA,NA,0,NA,NA
"LJ0729","Norte","Rua","Grande",405.7,31,13990,83.21,14307.41,23062.63,0.3118,0,1,0,NA,NA,1,"Controle",400.51
"LJ0730","Sul","Shopping","Media",197.3,17,7569,60.87,5538.16,8172.01,0.2594,0,0,0,NA,NA,0,NA,NA
"LJ0731","Oeste","Rua","Grande",475.3,25,15262,97.46,9359.21,24148.43,0.3366,0,3,0,NA,NA,1,"Tratamento",-45.45
"LJ0732","Sul","Shopping","Media",185.2,12,7821,66.82,3560.45,10270.03,0.3135,0,0,0,NA,NA,0,NA,NA
"LJ0733","Central","Shopping","Media",187.7,12,7978,80.96,3137.72,11303.32,0.3016,0,0,0,NA,NA,0,NA,NA
"LJ0734","Central","Shopping","Pequena",48.5,3,3065,36.43,1411.83,3377.33,0.2122,0,2,0,NA,NA,0,NA,NA
"LJ0735","Leste","Shopping","Media",159.8,6,7333,59.15,2980.24,8518.79,0.2496,0,1,1,8518.79,9008.66,0,NA,NA
"LJ0736","Oeste","Rua","Pequena",89.5,3,2659,44.22,1734.36,2248.96,0.157,0,1,0,NA,NA,0,NA,NA
"LJ0737","Oeste","Rua","Pequena",74.7,7,2899,42.15,1095.38,7099.98,0.213,0,2,0,NA,NA,1,"Controle",94.17
"LJ0738","Central","Rua","Pequena",85.5,3,2551,28.57,1991.6,2599.21,0.1763,0,1,1,2599.21,2689.3,1,"Controle",-44.65
"LJ0739","Oeste","Rua","Pequena",34.5,4,1661,48.42,1514.78,2976.22,0.1408,0,2,0,NA,NA,0,NA,NA
"LJ0740","Oeste","Rua","Media",200.4,13,7225,68.92,4812.82,9366.99,0.2762,0,4,0,NA,NA,0,NA,NA
"LJ0741","Oeste","Rua","Media",254.5,11,5398,66.39,5040.67,8592.04,0.2458,0,2,1,8592.04,8471.14,1,"Tratamento",521.42
"LJ0742","Central","Quiosque","Pequena",67,5,1146,39.79,1387.66,1754.3,0.1089,0,0,0,NA,NA,1,"Tratamento",406.32
"LJ0743","Leste","Rua","Pequena",100.6,3,1690,61.84,1998.59,500,0.1462,0,2,0,NA,NA,0,NA,NA
"LJ0744","Central","Shopping","Media",214.8,12,6507,48.57,3195.96,6610.99,0.2645,0,1,0,NA,NA,0,NA,NA
"LJ0745","Leste","Rua","Media",223.8,8,5588,72.74,6320.62,9583.83,0.2578,0,0,0,NA,NA,1,"Controle",-634.77
"LJ0746","Leste","Rua","Grande",477.4,32,20066,117.93,11615.53,40288.42,0.3444,0,3,0,NA,NA,1,"Controle",-52.81
"LJ0747","Central","Shopping","Media",227.2,9,6840,47.18,2183.5,7170.17,0.3121,0,2,0,NA,NA,0,NA,NA
"LJ0748","Norte","Shopping","Pequena",85.2,5,1525,39.53,1432.64,500,0.0948,1,2,0,NA,NA,0,NA,NA
"LJ0749","Norte","Rua","Grande",429.7,31,12948,106.88,14256.59,26984.33,0.3609,0,0,1,26984.33,30581.99,0,NA,NA
"LJ0750","Norte","Rua","Pequena",85.6,3,1797,52.67,659.36,2157.89,0.1642,0,0,0,NA,NA,0,NA,NA
"LJ0751","Sul","Shopping","Grande",406.9,34,20763,95.13,7086.43,30548.16,0.3595,0,3,1,30548.16,31554.52,1,"Tratamento",167.37
"LJ0752","Central","Rua","Grande",540.2,26,14125,97.81,12757.76,25849.84,0.3148,0,1,0,NA,NA,0,NA,NA
"LJ0753","Oeste","Shopping","Grande",560.3,37,15423,102.41,9988.28,30803.94,0.347,0,2,0,NA,NA,1,"Controle",-314.67
"LJ0754","Leste","Shopping","Media",237.6,7,7155,66.99,7318.1,11763.56,0.3007,0,1,0,NA,NA,0,NA,NA
"LJ0755","Central","Quiosque","Pequena",63,3,2233,44.61,1376.93,2522.43,0.1716,0,1,0,NA,NA,0,NA,NA
"LJ0756","Leste","Rua","Pequena",70.7,5,2214,40.11,621.71,3146.48,0.1456,0,2,1,3146.48,3479.46,0,NA,NA
"LJ0757","Sul","Rua","Grande",371.6,32,15807,77.14,7795.68,20820.13,0.3024,0,1,0,NA,NA,0,NA,NA
"LJ0758","Central","Quiosque","Pequena",96.9,4,1527,47.16,2059.84,908.07,0.1535,0,0,1,908.07,1404.77,0,NA,NA
"LJ0759","Oeste","Quiosque","Pequena",74.2,5,1733,46.14,1295.82,500,0.1309,0,0,0,NA,NA,0,NA,NA
"LJ0760","Sul","Quiosque","Pequena",86.2,5,2116,49.38,1624.57,1668.77,0.1252,0,1,0,NA,NA,0,NA,NA
"LJ0761","Leste","Rua","Pequena",75.2,2,2074,38.7,1674.63,878.81,0.1516,0,1,0,NA,NA,1,"Tratamento",317.7
"LJ0762","Sul","Shopping","Media",189.7,15,7091,73.12,4452.55,10838.31,0.2664,1,4,1,10838.31,12349.08,0,NA,NA
"LJ0763","Leste","Shopping","Pequena",69.5,3,2384,52.55,1091.92,3507.28,0.1814,0,5,0,NA,NA,0,NA,NA
"LJ0764","Norte","Rua","Media",225.4,13,6299,62.34,2245.03,8874.07,0.2637,0,0,0,NA,NA,0,NA,NA
"LJ0765","Central","Shopping","Media",204.3,10,7668,65.56,3746.07,8702.96,0.3062,0,2,0,NA,NA,0,NA,NA
"LJ0766","Sul","Shopping","Media",220.4,13,7593,87.16,6145.59,17657.27,0.3032,0,1,0,NA,NA,1,"Tratamento",104.54
"LJ0767","Oeste","Rua","Media",199.9,10,6936,55.04,3634.11,8875.94,0.3,0,1,0,NA,NA,0,NA,NA
"LJ0768","Norte","Rua","Pequena",75.9,4,1748,41.67,1537.5,1835.56,0.1065,0,1,1,1835.56,1692.52,0,NA,NA
"LJ0769","Sul","Quiosque","Grande",580.7,32,8949,95.25,17159.45,18883.95,0.285,0,0,0,NA,NA,1,"Tratamento",513.73
"LJ0770","Central","Shopping","Pequena",81.4,7,3153,64.29,760.73,4115.88,0.1917,0,1,0,NA,NA,0,NA,NA
"LJ0771","Central","Rua","Grande",496.5,26,15188,92.88,7963.11,26288.39,0.42,0,1,0,NA,NA,0,NA,NA
"LJ0772","Norte","Shopping","Pequena",82.8,5,2898,45.7,1281.43,734.29,0.1738,0,1,0,NA,NA,1,"Controle",-200.58
"LJ0773","Oeste","Rua","Media",229.5,9,8613,49.75,4611.89,11828.55,0.3197,0,0,0,NA,NA,0,NA,NA
"LJ0774","Central","Rua","Pequena",94.9,5,2928,52.33,1514.6,5066.78,0.1987,0,2,0,NA,NA,0,NA,NA
"LJ0775","Leste","Quiosque","Pequena",88,3,1894,44.6,1187.27,1143.98,0.1535,0,1,0,NA,NA,0,NA,NA
"LJ0776","Sul","Shopping","Pequena",55.5,5,2871,42.76,927.69,1448.59,0.1984,0,1,0,NA,NA,0,NA,NA
"LJ0777","Sul","Shopping","Media",249.9,13,7154,50.13,3968.68,8752.34,0.2583,0,1,0,NA,NA,0,NA,NA
"LJ0778","Oeste","Rua","Media",204.4,14,5754,75.27,5303.97,10064.18,0.2652,0,3,1,10064.18,11056.07,0,NA,NA
"LJ0779","Leste","Shopping","Media",237,10,6977,65.33,3627.18,9623.25,0.2314,1,2,0,NA,NA,1,"Tratamento",982.17
"LJ0780","Oeste","Shopping","Media",206.5,11,7252,55.71,4384.36,6241.55,0.2731,0,2,1,6241.55,6398.05,0,NA,NA
"LJ0781","Central","Rua","Grande",423.5,25,14097,76.35,12249.38,21255.39,0.3221,0,0,0,NA,NA,0,NA,NA
"LJ0782","Norte","Rua","Grande",449.5,24,12865,94.42,8171.91,22198.4,0.2725,0,1,0,NA,NA,0,NA,NA
"LJ0783","Norte","Shopping","Pequena",69,3,2875,52.28,1356.42,4751.88,0.1578,0,3,0,NA,NA,0,NA,NA
"LJ0784","Central","Rua","Media",215.5,8,6556,61.93,3919.01,8191.53,0.2854,0,2,0,NA,NA,0,NA,NA
"LJ0785","Central","Shopping","Pequena",76.6,5,3274,50.28,660.53,4531.8,0.1878,0,1,0,NA,NA,1,"Tratamento",624.97
"LJ0786","Norte","Rua","Grande",412.9,20,14038,97.26,12406.66,26332.46,0.3419,0,2,0,NA,NA,0,NA,NA
"LJ0787","Leste","Rua","Pequena",90.9,3,2152,46.18,1031.33,2442.5,0.1866,0,1,0,NA,NA,0,NA,NA
"LJ0788","Sul","Quiosque","Pequena",90.4,4,1645,34.44,804.47,1434.09,0.1558,0,2,0,NA,NA,0,NA,NA
"LJ0789","Sul","Rua","Pequena",76.1,5,3054,43,1490.05,7019.6,0.1944,0,1,0,NA,NA,0,NA,NA
"LJ0790","Sul","Rua","Pequena",55.4,2,2528,47.73,1106.07,4707.44,0.173,0,2,0,NA,NA,0,NA,NA
"LJ0791","Central","Rua","Pequena",66.4,5,2397,52.59,1257.59,1128.04,0.1846,0,0,0,NA,NA,1,"Tratamento",376.95
"LJ0792","Central","Quiosque","Media",241.4,11,5952,52.35,4670.52,5059.02,0.2874,0,0,0,NA,NA,0,NA,NA
"LJ0793","Leste","Rua","Pequena",77.4,4,3004,52.97,3394.96,995.43,0.1915,0,1,0,NA,NA,1,"Controle",-156.74
"LJ0794","Central","Quiosque","Pequena",93.7,3,1825,54.18,1242.59,2037.52,0.1313,0,2,0,NA,NA,0,NA,NA
"LJ0795","Sul","Shopping","Media",201.8,10,9005,45.5,2744.81,5646.02,0.3185,0,1,0,NA,NA,0,NA,NA
"LJ0796","Oeste","Quiosque","Media",213.5,12,6299,41.52,4845.06,6969.68,0.262,0,1,0,NA,NA,1,"Controle",-128
"LJ0797","Norte","Shopping","Pequena",58.2,4,2685,33.61,2236.55,1230.36,0.1967,0,1,0,NA,NA,0,NA,NA
"LJ0798","Leste","Quiosque","Grande",548.8,26,12052,79.73,62810.96,36006.05,0.3076,0,2,0,NA,NA,0,NA,NA
"LJ0799","Central","Shopping","Pequena",79.8,2,3016,34.01,964.45,500,0.1677,0,2,1,500,1091.02,0,NA,NA
